zone_climatique,typologie,etat_isolation_menuiseries,etat_isolation_plancher_bas,etat_isolation_plancher_haut,etat_isolation_murs,scenario_renovation_enveloppe,etat_isolation_menuiseries_apres_scénario_renovation_enveloppe,etat_isolation_plancher_bas_apres_scénario_renovation_enveloppe,etat_isolation_plancher_haut_apres_scénario_renovation_enveloppe,etat_isolation_murs_apres_scénario_renovation_enveloppe,type_CH,type_ECS,CH,ECS,emetteur,scenario_renovation_systeme,usage_CH,usage_ECS,Annexe,CEP,GES,DPE,gain_CEP
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,219,57,E,26%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,267,80,F,10%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,276,79,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,177,16,C,40%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,188,24,D,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,181,15,D,39%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,186,23,D,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,S0,,,0,198,54,E,33%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,163,39,D,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,189,54,E,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,198,54,E,33%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,129,11,C,56%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,139,16,C,53%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,133,10,C,55%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,136,16,C,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,S0,,,0,323,86,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,234,62,E,28%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,284,85,F,12%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,293,85,F,9%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,191,17,D,41%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,202,26,D,37%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,225,18,D,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,230,27,D,29%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,S0,,,0,303,80,F,6%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,219,57,E,32%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,264,79,F,18%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,273,78,F,16%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,177,16,C,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,188,24,D,42%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,212,17,D,35%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,216,25,D,33%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,S0,,,0,225,54,E,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,163,39,D,50%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,186,53,E,42%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,195,53,E,40%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,129,11,C,60%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,139,16,C,57%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,163,12,C,49%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,ELEC,COL,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,167,18,C,48%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,S0,,,0,297,86,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,208,59,E,30%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,287,86,F,3%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,289,86,F,3%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,191,17,D,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,193,25,D,35%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,196,16,D,34%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,199,25,D,33%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,S0,,,0,277,79,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,194,54,E,35%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,267,80,F,10%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,269,79,F,9%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,177,16,C,40%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,180,23,C,39%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,182,15,D,39%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,GAZ,GAZ,IND,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,185,23,D,38%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,S0,,,0,199,54,E,33%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,Chaudière gaz à condensation,OUI,OUI,0,141,37,D,53%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule : PAC Air / Eau,NON,OUI,0,189,54,E,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,ECS seule Hybride : PAC + chaudière,NON,OUI,0,191,54,E,36%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS : PAC Air / Eau,OUI,OUI,0,129,11,C,57%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,0,130,16,C,56%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,CH seul : PAC Air / Eau,OUI,NON,0,134,10,C,55%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,GAZ,GAZ,IND,IND,Hydraulique,CH seul Hybride : PAC + Chaudière,OUI,NON,0,136,16,C,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,S0,,,IND / IND,416,37,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / IND,234,62,E,44%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / IND,380,36,F,9%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / IND,388,35,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,191,17,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,202,26,D,51%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,225,18,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,230,27,D,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,S0,,,IND / IND,389,34,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / IND,219,57,E,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / IND,352,33,F,15%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / IND,361,33,F,13%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,177,16,C,57%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,188,24,D,55%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,212,17,D,49%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,216,25,D,48%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,S0,,,IND / IND,283,24,E,32%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / IND,163,39,D,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / IND,246,23,D,41%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / IND,255,22,E,39%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / IND,129,11,C,69%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / IND,139,16,C,67%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / IND,163,12,C,61%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,IND,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / IND,167,18,C,60%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,416,37,F,0%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,234,62,E,44%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,382,36,F,8%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,388,35,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,191,17,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,205,26,D,51%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,225,18,D,46%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INIT,Isolé,Pas isolé,Pas isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,230,27,D,45%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,389,34,F,7%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,Chaudière gaz à condensation,OUI,OUI,IND / COL,219,57,E,47%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule : PAC Air / Eau,NON,OUI,IND / COL,354,33,F,15%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,ECS seule Hybride : PAC + chaudière,NON,OUI,IND / COL,361,33,F,13%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS : PAC Air / Eau,OUI,OUI,IND / COL,177,16,C,57%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH + ECS Hybride : PAC + Chaudière,OUI,OUI,IND / COL,191,24,D,54%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul : PAC Air / Eau,OUI,NON,IND / COL,212,17,D,49%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,INTER,Isolé,Isolé,Isolé,Pas isolé,ELEC,ELEC,IND,COL,Electrique,CH seul Hybride : PAC + Chaudière,OUI,NON,IND / COL,216,25,D,48%
75 - Paris,Petit collectif - Avant 1948,Isolé,Pas isolé,Pas isolé,Pas isolé,GLOB,Isolé,Isolé,Isolé,Isolé,ELEC,ELEC,IND,COL,Electrique,S0,,,IND / COL,283,24,E,32%
